question,question_sub,answer,answer_sub,ef_factor,category_id,created_at,modified_at
반복 패턴이란 무엇인가요?,What is the Iterator pattern?,집계 객체의 기본 표현을 노출하지 않고 순차적으로 요소에 액세스할 수 있는 방법을 제공합니다.,Provides a way to access the elements of an aggregate object sequentially without exposing its underlying representation.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
집합 객체의 기본 표현을 노출하지 않고 순차적으로 요소에 액세스할 수 있는 방법을 제공하는 디자인 패턴은 무엇인가요?,What design pattern provides a way to access the elements of an aggregate object sequentially without exposing its underlying representation?,반복자 패턴,Iterator pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
중재자 패턴이란 무엇인가요?,What is the Mediator pattern?,"객체 집합이 상호 작용하는 방식을 캡슐화하는 객체를 정의합니다. 객체가 서로를 명시적으로 참조하지 않도록 하여 느슨한 결합을 촉진하고, 객체 간의 상호 작용을 독립적으로 변경할 수 있도록 합니다.",Defines an object that encapsulates how a set of objects interact. Promotes loose coupling by keeping objects from referring to each other explicitly and it lets you vary their interactions independently.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
객체 집합이 상호 작용하는 방식을 캡슐화하는 객체를 정의하는 디자인 패턴은 무엇인가요?,What design pattern defines an object that encapsulates how a set of objects interact?,중재자 패턴,Mediator pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
메멘토 패턴이란 무엇인가요?,What is the Memento pattern?,캡슐화를 위반하지 않고 객체의 내부 상태를 캡처하고 외부화하여 객체가 나중에 이 상태로 복원될 수 있도록 하세요.,"Without violating encapsulation, capture and externalize an object's internal state so that the object can be restore to this state later.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
물체의 내부 상태를 포착하고 외부화하여 나중에 이 상태로 복원할 수 있도록 하는 디자인 패턴은 무엇인가요?,What design pattern captures and externalize an object's internal state so that the object can be restore to this state later?,메멘토 패턴,Memento pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
옵저버 패턴이란 무엇인가요?,What is the Observer pattern?,"객체 간의 일대일 종속성을 정의하여, 하나의 객체가 상태를 변경하면 모든 종속 변수가 자동으로 통지되고 업데이트됩니다.","Defines a one-to-many dependency between objects so that when one object changes state, all its dependents are notified and updated automatically.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
객체 간의 일대일 종속성을 정의하여 하나의 객체가 상태를 변경하면 모든 종속 변수가 자동으로 통지되고 업데이트되도록 하는 디자인 패턴은 무엇인가요?,"What design pattern defines a one-to-many dependency between objects so that when one object changes state, all its dependents are notified and updated automatically?",관찰자 패턴,Observer pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
주 패턴은 무엇인가요?,What is the State pattern?,객체의 내부 상태가 변경될 때 동작을 변경할 수 있습니다. 객체가 클래스를 변경하는 것처럼 보입니다.,Allows an object to alter its behavior when its internal state changes. The object will appear to change its class.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
물체의 내부 상태가 변할 때 동작을 변경할 수 있는 디자인 패턴은 무엇인가요?,What design pattern allows an object to alter its behavior when its internal state changes?,상태 패턴,State pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
전략 패턴이란 무엇인가요?,What is the Strategy pattern?,알고리즘 패밀리를 정의하고 각 알고리즘을 캡슐화하여 상호 호환되도록 합니다. 알고리즘을 사용하는 클라이언트와 독립적으로 알고리즘을 변경할 수 있습니다.,"Defines a family of algorithms, encapsulates each one, and makes them interchangeable. Lets the algorithm vary independently from clients that use it.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"알고리즘 패밀리를 정의하고, 각 알고리즘을 캡슐화하여 상호 호환 가능하게 하며, 알고리즘을 사용하는 클라이언트와 독립적으로 다르게 만드는 디자인 패턴은 무엇인가요?","What design pattern defines a family of algorithms, encapsulates each one, and makes them interchangeable, and lets the algorithm vary independently from clients that use it?",전략 패턴,Strategy pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
템플릿 메서드 패턴이란 무엇인가요?,What is the Template Method pattern?,작업에서 알고리즘의 골격을 정의하고 몇 가지 단계를 하위 클래스로 연기합니다. 하위 클래스는 알고리즘의 구조를 변경하지 않고도 알고리즘의 특정 단계를 재정의할 수 있습니다.,"Defines the skeleton of an algorithm in an operation, deferring some steps to subclasses. Lets subclasses redefine certain steps of an algorithm without changing the algorithm's structure.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
작업에서 알고리즘의 골격을 정의하는 설계 패턴은 하위 클래스로 몇 가지 단계를 미룰 수 있나요?,"What design pattern defines the skeleton of an algorithm in an operation, deferring some steps to subclasses?",템플릿 메서드 패턴,Template Method pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
방문자 패턴이란 무엇인가요?,What is the Visitor pattern?,객체 구조의 요소에 대해 수행할 작업을 나타냅니다. 해당 작업이 수행되는 요소의 클래스를 변경하지 않고 새 작업을 정의할 수 있습니다.,Represents an operation to be performed on the elements of an object structure. Lets you define a new operation without changing the classes of the elements on which it operates.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"객체 구조의 요소에 대해 수행해야 하는 작업을 나타내며, 해당 작업이 수행되는 요소의 클래스를 변경하지 않고 새로운 작업을 정의할 수 있는 디자인 패턴은 무엇인가요?",What design pattern represents an operation to be performed on the elements of an object structure and lets you define a new operation without changing the classes of the elements on which it operates?,방문자 패턴,Visitor pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
어댑터 패턴이란 무엇인가요?,What is the Adapter pattern?,클래스의 인터페이스를 클라이언트가 기대하는 다른 인터페이스로 변환합니다. 호환되지 않는 인터페이스로 인해 그렇지 않은 클래스는 함께 작동하도록 합니다.,Converts the interface of a class into another interface clients expect. Lets classes work together that couldn't otherwise because of incompatible interfaces.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
클래스의 인터페이스를 클라이언트가 기대하는 다른 인터페이스로 변환하는 디자인 패턴은 무엇인가요?,What design pattern converts the interface of a class into another interface clients expect?,어댑터 패턴,Adapter pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
브리지 패턴이란 무엇인가요?,What is the Bridge pattern?,추상화를 구현에서 분리하여 두 추상화가 독립적으로 변할 수 있도록 합니다.,Decouples an abstraction from its implementation so that the two can vary independently.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
추상화를 구현에서 분리하여 두 가지가 독립적으로 달라질 수 있도록 하는 디자인 패턴은 무엇인가요?,What design pattern decouples an abstraction from its implementation so that the two can vary independently?,다리 패턴,Bridge pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
복합 패턴이란 무엇인가요?,What is the Composite pattern?,객체를 트리 구조로 구성하여 부분 전체 계층을 나타냅니다. 클라이언트가 개별 객체와 객체의 구성을 균일하게 처리할 수 있습니다.,Compose objects into tree structures to represent part-whole hierarchies. Lets clients treat individual objects and compositions of objects uniformly.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
부분 전체 계층 구조를 나타내기 위해 객체를 트리 구조로 구성하는 디자인 패턴은 무엇인가요?,What design pattern composes objects into tree structures to represent part-whole hierarchies?,복합 패턴,Composite pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
데코레이터 패턴이란 무엇인가요?,What is the Decorator pattern?,객체에 동적으로 추가 책임을 부여합니다. 기능을 확장하기 위해 하위 분류에 대한 유연한 대안을 제공합니다.,Attaches additional responsibilities to an object dynamically. Provides a flexible alternative to sub-classing for extending functionality.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
객체에 동적으로 추가적인 책임을 부여하고 기능 확장을 위한 하위 분류에 유연한 대안을 제공하는 디자인 패턴은 무엇인가요?,What design pattern attaches additional responsibilities to an object dynamically and provides a flexible alternative to sub-classing for extending functionality?,장식 패턴,Decorator pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
파사드 패턴이란 무엇인가요?,What is the Facade pattern?,하위 시스템의 인터페이스 세트에 통합 인터페이스를 제공합니다. 하위 시스템을 더 쉽게 사용할 수 있도록 고급 인터페이스를 정의합니다.,Provides a unified interface to a set of interfaces in a subsystem. Defines a high-level interface that makes the subsystem easier to use.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
서브시스템의 인터페이스 세트에 통합 인터페이스를 제공하고 서브시스템을 더 쉽게 사용할 수 있는 고급 인터페이스를 정의하는 디자인 패턴은 무엇인가요.,What design pattern provides a unified interface to a set of interfaces in a subsystem and defines a high-level interface that makes the subsystem easier to use.,외관 패턴,Facade pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
플라이급 패턴이란 무엇인가요?,What is the Flyweight pattern?,공유를 사용하여 많은 세분화된 객체를 효율적으로 지원합니다.,Uses sharing to support large numbers of fine-grained objects efficiently.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
많은 수의 세밀한 객체를 효율적으로 지원하기 위해 공유를 사용하는 디자인 패턴은 무엇인가요?,What design pattern uses sharing to support large numbers of fine-grained objects efficiently?,플라이급 패턴,Flyweight pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
프록시 패턴이란 무엇인가요?,What is the Proxy pattern?,다른 객체에 대한 접근을 제어할 수 있는 대리자 또는 자리 표시자를 제공합니다.,Provides a surrogate or placeholder for another object to control access to it.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
다른 객체에 대한 접근을 제어하기 위해 대리자 또는 플레이스홀더를 제공하는 디자인 패턴은 무엇인가요?,What design pattern provides a surrogate or placeholder for another object to control access to it?,프록시 패턴,Proxy pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
추상 공장 패턴이란 무엇인가요?,What is the Abstract Factory pattern?,구체적인 클래스를 지정하지 않고도 관련되거나 종속된 객체의 패밀리를 생성할 수 있는 인터페이스를 제공합니다.,Provides an interface for creating families of related or dependent objects without specifying their concrete class.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
구체적인 클래스를 지정하지 않고 관련되거나 종속된 객체의 패밀리를 만들 수 있는 인터페이스를 제공하는 디자인 패턴은 무엇인가요?,What design pattern provides an interface for creating families of related or dependent objects without specifying their concrete class?,추상 공장 패턴,Abstract Factory pattern,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
빌더 패턴이란 무엇인가요?,What is the Builder pattern?,복잡한 객체의 구성과 그 표현을 분리하여 동일한 구성 프로세스가 서로 다른 표현을 만들 수 있도록 합니다.,"Separates the construction of a complex object from its representation, so the same construction process can create different representations.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"복잡한 객체의 구성과 표현을 구분하는 디자인 패턴은 무엇이며, 동일한 구성 프로세스가 서로 다른 표현을 만들 수 있을까요?","What design pattern separates the construction of a complex object from its representation, so the same construction process can create different representations?",빌더 패턴.,Builder pattern.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
공장 방식 패턴이란 무엇인가요?,What is the Factory Method pattern?,"(기술적으로는 관용구입니다)
객체를 만들기 위한 인터페이스를 정의하지만 하위 클래스가 인스턴스화할 클래스를 결정할 수 있도록 합니다. 클래스가 인스턴스화를 하위 클래스로 연기하도록 합니다.","(Technically it's an idiom)
Defines an interface for creating an object, but lets subclasses decide which class to instantiate. Lets a class defer instantiation to subclasses.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
객체를 만들기 위한 인터페이스를 정의하지만 하위 클래스가 인스턴스화할 클래스를 결정할 수 있도록 하는 디자인 패턴은 무엇인가요?,"What design pattern defines an interface for creating an object, but lets subclasses decide which class to instantiate?",공장 방식(기술적으로 디자인 패턴이 아닌 관용구),"Factory method (technically an idiom, not a design pattern)",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
