question_en,question_ko,answer_en,answer_ko,category,ef_factor,created_at,modified_at
What is Amdahl's Law?,암달의 법칙이란 무엇인가요?,It gives the theoretical speedup in latency of the execution of a task at fixed workload that can be expected of a system whose resources are improved.,자원이 개선된 시스템에서 기대할 수 있는 고정 작업 부하에서 작업 실행 지연 시간을 이론적으로 단축합니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
"What aspects are important in measuring and benchmarking performance, parallel or otherwise?",성능을 측정하고 벤치마킹하는 데 있어 병렬적이든 다른 방식이든 중요한 측면은 무엇인가요?,"- multiple repetitions
- statistical treatment - mean and variance
- eliminate statistical outliers
- ensuring steady-state (warm-up)
- preventing anomalies (garbage collection, JIT compilation, compiler optimizations in benchmark code that misrepresents real-world)","- 여러 번 반복
- 통계적 처리 - 평균 및 분산
- 통계적 이상치 제거
- 정상 상태 보장(워밍업)
- 이상 현상 방지(쓰레기 수집, JIT 컴파일, 벤치마크 코드에서 실제 세계를 잘못 표현하는 컴파일러 최적화)",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
"When associative operations are used, what does it mean?","연상 연산이 사용될 때, 그것은 무엇을 의미하나요?",Grouping doesn't matter. It will evaluate to the same result.,그룹화는 중요하지 않습니다. 동일한 결과로 평가될 것입니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is a synonym of reduce()?,reduce()의 동의어는 무엇인가요?,fold(),fold(),CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is the commutative property?,교환 속성이란 무엇인가요?,"The condition that a group of quantities connected by operators gives the same result whatever the order of the quantities involved. So order of operands doesn't matter, but grouping may matter.",연산자로 연결된 양의 그룹이 관련된 양의 순서에 관계없이 동일한 결과를 제공한다는 조건입니다. 따라서 피연산자의 순서는 중요하지 않지만 그룹화는 중요할 수 있습니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is a bag?,가방이란 무엇인가요?,A multiset.,멀티셋.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is a multiset?,멀티셋이란 무엇인가요?,A set in which elements do not have to be unique.,요소들이 반드시 고유할 필요는 없는 집합.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What are some examples of operations that are both associative and commutative?,연상 연산과 가환 연산의 예로는 어떤 것들이 있나요?,"- Addition and multiplication of integers
- Union, intersection, and  symmetric difference of sets
- Addition of vectors
- Addition of matrices of fixed dimension
- Addition and multiplication of polynomials","- 정수의 덧셈 및 곱셈
- 집합의 합집합, 교집합, 대칭 차이
- 벡터의 덧셈
- 고정 차원 행렬의 추가
- 다항식의 덧셈 및 곱셈",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What are some examples of operations that are associative but not commutative?,연상적이지만 가환적이지 않은 연산의 예는 무엇인가요?,"- concatenation of lists
- concatenation of strings
- matrix multiplication","- 목록 연결
- 문자열 연결
- 행렬 곱셈",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What should we worry about floating point addition and multiplication?,부동 소수점 덧셈과 곱셈에 대해 무엇을 걱정해야 할까요?,It is commutative but not associative.,그것은 교환적이지만 연상적이지 않습니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is the rule of thumb before optimizing or parallelizing?,최적화하거나 병렬화하기 전의 경험 법칙은 무엇인가요?,"Ensure the code works correctly first. Then, if you want to get fancy, you can begin to optimize your code for greater speed.",먼저 코드가 올바르게 작동하는지 확인하세요. 그런 다음 더 빠른 속도를 위해 코드를 최적화할 수 있습니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
Does Python have an opcode cache?,파이썬에 옵코드 캐시가 있나요?,"In a way. It outputs a .pyc file, containing the bytecode. When a module is imported for the first time, or when the source is more recent than the current compiled file, a .pyc file containing the compiled code will usually be created in the same directory as the .py file. When you run the program next time, Python uses this file to skip the compilation step.",어떤 면에서는 바이트코드가 포함된 .pyc 파일을 출력합니다. 모듈을 처음 가져오거나 소스가 현재 컴파일된 파일보다 최근에 가져온 경우 일반적으로 컴파일된 코드가 포함된 .pyc 파일이 .py 파일과 동일한 디렉토리에 생성됩니다. 다음에 프로그램을 실행할 때 Python은 이 파일을 사용하여 컴파일 단계를 건너뛸 수 있습니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
Design a URL shortening service.,URL 단축 서비스를 설계하세요.,ask:,물어보세요:,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How would you design the feature in LinkedIn where it computes how many hops there are between you and another person?,LinkedIn에서 사용자와 다른 사람 사이에 몇 개의 홉이 있는지 계산하는 기능을 어떻게 설계하시겠습니까?,ask:,물어보세요:,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
"If you were to design a web platform for online chess games, how would you do that?",온라인 체스 게임을 위한 웹 플랫폼을 디자인한다면 어떻게 하시겠습니까?,"ask:
-","물어보세요:
-",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What are some key things to remember when scaling a large system?,대규모 시스템을 확장할 때 기억해야 할 주요 사항은 무엇인가요?,"1) Asynchronous is good  (use queues, topics/pub-sub)
2) Parallel is good  (multi-threading, load balancing etc.)
3) Avoid points of contention e.g. synchronization
4) Avoid writing to disk until you must - cache like crazy
5) Scale out not up
6) At web scale the speed of light is a problem
7) At web scale everything fails - networks, load balancers etc.","1) 비동기식은 좋습니다 (큐, 토픽/펍 서브 사용)
2) 병렬 처리가 좋습니다(멀티스레딩, 로드 밸런싱 등)
3) 동기화와 같은 논쟁의 여지를 피하세요
4) 디스크에 쓰기 전까지는 쓰기를 피하세요 - 미친 듯이 캐시하세요
5) 스케일아웃, 업이 아닌 스케일아웃
6) 웹 규모에서는 빛의 속도가 문제입니다
7) 웹 규모에서는 네트워크, 로드 밸런서 등 모든 것이 실패합니다.",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is Thrift?,중고품이란 무엇인가요?,"Apache Thrift is a framework for scalable cross-language services development. It combines a software stack with a code generation engine to build services that work efficiently and seamlessly between different languages. It handles serialization and has its own communication protocol.
IDL-based.","Apache Srift는 확장 가능한 언어 간 서비스 개발을 위한 프레임워크입니다. 소프트웨어 스택과 코드 생성 엔진을 결합하여 서로 다른 언어 간에 효율적이고 원활하게 작동하는 서비스를 구축합니다. 직렬화를 처리하고 자체 통신 프로토콜을 갖추고 있습니다.
IDL 기반.",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is Memcache?,멤카체란 무엇인가요?,An in-memory distributed hash table. It supports only a few commands but it is extremely efficient.,in-memory 분산 해시 테이블. 몇 가지 명령어만 지원하지만 매우 효율적입니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How does/did Facebook use memcache and mySQL in 2009?,2009년에 Facebook은 memcache와 mySQL을 어떻게 사용했나요?,"No joins in production. They have many logical databases for all of their types: people, events, place info, etc. They treat the web tier as a CPU, memcache as system memory, and the database as disk. Everything has an ID and you use the ID to query memcache using a multiget. Any misses are fetched from the database and cached in memcache.","프로덕션에 참여하지 않습니다. 사람, 이벤트, 장소 정보 등 모든 유형의 논리적 데이터베이스가 많이 있습니다. 웹 계층을 CPU, 멤캐시를 시스템 메모리, 데이터베이스를 디스크로 취급합니다. 모든 것에는 ID가 있으며, 이 ID를 사용하여 멀티젯을 사용하여 멤캐시를 쿼리합니다. 누락된 항목은 데이터베이스에서 가져와 멤캐시에 캐시됩니다.",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is an out-of-band cache?,대역 외 캐시란 무엇인가요?,"A cache layer that does not synch with persistent storage. When changes are made to the database, there are no notifications to synchronize with the cache. The cache entry would need to be updated or evicted by other means.",영구 저장소와 동기화되지 않는 캐시 계층입니다. 데이터베이스에 변경 사항이 적용되면 캐시와 동기화하라는 알림이 표시되지 않습니다. 캐시 항목은 다른 방법으로 업데이트하거나 삭제해야 합니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is a monad?,모나드란 무엇인가요?,"In functional programming, monads are a way to build computer programs by joining simple components in predictable and robust ways. A monad is a structure that represents computations defined as sequences of steps: a type with a monad structure defines what it means to chain operations together, or nest functions of that type. This allows the programmer to build pipelines that process data in a series of steps (i.e. a series of actions applied to the data), in which each action is decorated with additional processing rules provided by the monad. A monad is defined by a return operator that creates values, and a bind operator used to link the actions in the pipeline.","함수형 프로그래밍에서 모나드는 예측 가능하고 견고한 방식으로 간단한 구성 요소를 결합하여 컴퓨터 프로그램을 구축하는 방법입니다. 모나드는 일련의 단계로 정의된 계산을 나타내는 구조입니다. 모나드 구조를 가진 유형은 연산을 함께 연쇄하는 것이 무엇을 의미하는지 또는 해당 유형의 함수를 중첩하는 것을 정의합니다. 이를 통해 프로그래머는 데이터를 일련의 단계(즉, 데이터에 적용되는 일련의 작업)로 처리하는 파이프라인을 구축할 수 있으며, 각 작업은 모나드에서 제공하는 추가 처리 규칙으로 장식됩니다. 모나드는 값을 생성하는 반환 연산자와 파이프라인의 작업을 연결하는 데 사용되는 바인딩 연산자로 정의됩니다.",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is pyramidpypi?,피라미드피피란 무엇인가요?,A self-hosted mirror of pypi.,자체 호스팅된 파이피 거울.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
Big Omega represents what?,Big O메가는 무엇을 의미하나요?,A lower bound on the growth of a function. f grows at least as fast as g.,함수의 성장에 대한 하한선. f는 적어도 g만큼 빠르게 성장합니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
Theta represents what?,세타는 무엇을 의미하나요?,"A tight asymptotic bound on a function, in other words if both f and g have approximately the same rate of growth.","함수에 대한 엄격한 asymptotic 경계, 즉 f와 g가 거의 동일한 성장률을 가질 경우.",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
